src_text	tgt_text
It’s also wise to drive by the store or ticket office in the evening to see how many people are lined up already.	ᱱᱚᱶᱟ ᱪᱷᱟᱰᱟ ᱦᱚᱸ, ᱟᱹᱭᱩᱵᱽ ᱵᱮᱲᱟ ᱫᱳᱠᱟᱱ ᱥᱮ ᱴᱤᱠᱤᱴ ᱟᱯᱷᱤᱥ ᱥᱮᱫ ᱜᱟᱹᱰᱤ ᱪᱟᱞᱟᱣ ᱤᱫᱤ ᱟᱹᱠᱤᱞ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱩᱭᱩᱜᱼᱟ, ᱡᱟᱦᱟᱛᱮ ᱧᱮᱞᱧᱟᱢᱚᱜᱼᱟ ᱡᱮ, ᱤᱱᱟᱹ ᱢᱩᱫ ᱨᱮᱜᱮ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱦᱚᱲ ᱯᱟᱱᱛᱮ ᱨᱮᱠᱚ ᱛᱤᱸᱜᱩ ᱟᱠᱟᱱᱟ ᱾
The growth of Christianity, scholars state, was shaped by a foundation of the cultural, religious, and socio-political structure.	ᱠᱷᱤᱥᱴᱫᱷᱚᱨᱚᱢ ᱨᱮᱭᱟᱜ ᱩᱛᱱᱟᱹᱣ, ᱯᱚᱱᱰᱤᱛ ᱠᱚᱣᱟᱜ ᱞᱮᱠᱟᱛᱮ, ᱞᱟᱠᱪᱟᱨᱹ ᱫᱷᱚᱨᱚᱢ ᱟᱨ ᱥᱟᱢᱟᱡᱤᱠᱼᱨᱟᱡᱽᱟᱹᱨᱤ ᱠᱟᱴᱷᱟᱢᱳ ᱪᱮᱛᱟᱱ ᱴᱮᱦᱟᱸᱴ ᱠᱟᱛᱮ ᱜᱷᱚᱴᱟᱣ ᱞᱮᱱᱟ ᱾
A medical college, Zoram Medical College was also inaugurated on 2018 and offers 100 seats for the MBBS course.	᱒᱐᱑᱘ ᱥᱟᱞ ᱨᱮ ᱡᱳᱨᱟᱢ ᱢᱮᱰᱤᱠᱮᱞ ᱠᱳᱞᱮᱡ ᱧᱩᱛᱩᱢ ᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱢᱤᱰᱮᱠᱮᱞ ᱠᱳᱞᱮᱡ ᱨᱮᱭᱟᱜ ᱦᱚᱸ ᱩᱰᱷᱟᱹᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱚᱱᱟ ᱮᱢᱹᱵᱤᱹᱵᱤᱹᱮᱥ ᱠᱳᱨᱥ ᱞᱟᱹᱜᱤᱫ ᱑᱐᱐ ᱜᱚᱴᱟᱝ ᱟᱥᱚᱱᱮ ᱮᱢ ᱞᱮᱫᱟ ᱾
It effects the almost 160 km2 of the lake.	ᱱᱚᱣᱟ ᱫᱟᱨᱦᱟ ᱨᱮᱭᱟᱜ ᱯᱨᱟᱭ ᱑᱖᱐ ᱵᱚᱨᱜᱚ ᱠᱤᱞᱳᱢᱤᱴᱟᱨ ᱮᱞᱟᱠᱟ ᱮᱥᱮᱨ ᱮᱫᱟᱭ ᱾
He also built the Brihadeeswarar Temple in 1010 CE.	ᱩᱱᱤ ᱫᱚ ᱑᱐᱑᱐ ᱠᱷᱨᱤᱥᱴᱟᱵᱫᱚ ᱨᱮ ᱵᱨᱤᱦᱚᱫᱮᱥᱵᱚᱨ ᱢᱚᱱᱫᱤᱨ ᱦᱚᱸᱭ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾
Keibul Lamjao National Park, 48 km or 30 mi away from Imphal is an abode of the rare and endangered species of brow antlered deer.	ᱤᱢᱯᱷᱚᱞ ᱠᱷᱚᱱ ᱔᱘ ᱠᱤᱞᱳᱢᱤᱴᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱵᱟᱝᱷᱟᱱ ᱓᱐ ᱢᱟᱭᱤᱞ ᱥᱟᱹᱜᱤᱧ ᱨᱮ ᱠᱮᱭᱵᱩᱞ ᱞᱮᱢᱡᱟᱣ ᱱᱟᱥᱱᱟᱞ ᱯᱟᱨᱠ ᱵᱟᱝ ᱠᱚ ᱧᱮᱞᱚᱜ ᱟᱨ ᱡᱟᱱᱟᱢ ᱟᱫᱚᱜ ᱠᱟᱱ ᱡᱤᱞ ᱠᱚᱣᱟᱜ ᱛᱟᱦᱮᱱ ᱴᱷᱟᱶ ᱾
The Muslim League's earliest base was the United Provinces, where they successfully mobilised the religious community in the late 1930s.	ᱢᱩᱥᱞᱤᱢ ᱞᱤᱜ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱮᱱ ᱜᱷᱟᱸᱴᱤ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱤᱭᱩᱱᱟᱭᱴᱮᱰ ᱯᱨᱚᱵᱷᱤᱱᱥ, ᱡᱟᱦᱟᱨᱮ ᱩᱱᱠᱩ ᱑᱙᱓᱐ ᱫᱚᱥᱚᱠ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱫ ᱫᱷᱚᱨᱚᱢ ᱟᱱ ᱡᱟᱹᱛᱤ ᱫᱚ ᱱᱟᱯᱟᱭ ᱞᱮᱠᱟᱛᱮ ᱡᱩᱢᱤᱫ ᱞᱮᱱᱟ ᱠᱚ ᱾
The Koina River flows through West Singhbhum in the Indian state of Jharkhand.	ᱠᱚᱭᱱᱟ ᱱᱟᱹᱭ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱡᱷᱟᱲᱠᱷᱚᱱᱰ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱪᱷᱤᱢ ᱥᱤᱝᱵᱷᱩᱢ ᱛᱟᱞᱟᱛᱮ ᱞᱤᱸᱜᱤᱱᱼᱟ ᱾
The only civil airport of the Andaman and Nicobar Islands is Veer Savarkar International Airport near Port Blair.	ᱟᱱᱫᱟᱢᱟᱱ ᱟᱨ ᱱᱤᱠᱳᱵᱚᱨ ᱰᱷᱤᱯᱯᱩᱧᱡᱚ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱩᱢᱩᱝ ᱵᱮᱼᱥᱟᱢᱚᱨᱤᱠ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱯᱳᱨᱴ ᱵᱞᱮᱭᱟᱨ ᱴᱷᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱤᱨ ᱥᱟᱵᱷᱟᱨᱠᱚᱨ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱾
Therefore, a CD may be a great investment vehicle to help you earn the most interest possible.	ᱚᱱᱟᱛᱮ, ᱢᱤᱫᱴᱟᱝ ᱡᱚᱢᱟ ᱠᱟᱹᱣᱰᱤ ᱚᱱᱚᱞ ᱟᱢᱟᱜ ᱦᱩᱭᱫᱟᱲᱮᱭᱟᱜ ᱡᱷᱚᱛᱚᱠᱷᱚᱱ ᱥᱩᱫ ᱟᱨᱡᱟᱣᱨᱮ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱵᱷᱟᱜᱮ ᱮᱯᱮᱢ ᱪᱟᱯᱟᱞ ᱛᱟᱞᱟᱛᱮ ᱦᱳᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
These sacred groves harbour many rare plant and animal species.	ᱱᱚᱣᱟ ᱱᱤᱨᱚᱲ ᱪᱟᱸᱜᱟ ᱵᱤᱨ ᱠᱚᱫᱚ ᱟᱭᱢᱟ ᱮᱛᱟᱱ ᱚᱛᱵᱚᱱ ᱟᱨ ᱡᱤᱣᱟᱹᱞᱤ ᱯᱨᱚᱡᱟᱛᱤ ᱛᱟᱦᱮᱱ ᱴᱷᱟᱹᱣ ᱠᱟᱱᱟ ᱾
There are no indications that Asoka tried to conquer the extreme south India (the Tamilakam – the Abode of the Tamils).	ᱚᱥᱚᱠ ᱫᱚ ᱡᱟᱦᱟ ᱫᱚᱠᱷᱤᱱ ᱵᱷᱟᱨᱚᱛ (ᱛᱟᱞᱤᱢᱠᱚᱢᱼᱛᱟᱞᱤᱢ ᱠᱚᱣᱟᱜ ᱰᱮᱨᱟ) ᱮ ᱡᱚᱭᱟ ᱢᱮᱱᱛᱮ ᱢᱚᱱᱮᱞᱮᱫᱟ, ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱫᱚ ᱪᱮᱫ ᱦᱚᱸ ᱤᱥᱟᱹᱨᱟ ᱵᱟᱝ ᱧᱟᱢᱚᱜᱼᱟ
For example, set your bank account so it automatically transfers $50 from your checking account to savings account at least once a month.	ᱫᱟᱹᱭᱠᱟ ᱞᱮᱠᱟᱛᱮ, ᱟᱢᱟᱜ ᱵᱮᱝᱠ ᱮᱠᱟᱣᱩᱱᱴ ᱱᱚᱝᱠᱟ ᱱᱚᱝᱠᱟ ᱵᱮᱱᱟᱣ ᱢᱮ ᱡᱟᱦᱟᱸ ᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱟᱡᱛᱮ ᱪᱟᱞᱟᱜ ᱚᱱᱠᱟᱱ ᱟᱢᱟᱜ ᱪᱮᱠᱤᱝ ᱮᱠᱟᱣᱩᱱᱴ ᱠᱷᱚᱱ ᱪᱟᱸᱫᱚ ᱨᱮ ᱠᱚᱢ ᱥᱮ ᱠᱚᱢ ᱢᱤᱫ ᱫᱷᱟᱣ ᱟᱢᱟᱜ ᱥᱮᱵᱷᱤᱝᱥ ᱮᱠᱟᱣᱩᱱᱴ ᱨᱮᱭᱟᱜ ᱮᱠᱟᱣᱩᱱᱴ ᱨᱮ ᱕᱐ ᱰᱚᱞᱟᱨᱮ ᱩᱪᱟᱹᱲᱟ ᱾
Uttarakhand has a diversity of flora and fauna.	ᱩᱛᱛᱚᱨᱠᱷᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱚᱛᱢᱚᱱ ᱟᱨ ᱡᱤᱭᱟᱹᱞᱤ ᱡᱚᱜᱚᱛ ᱱᱟᱱᱟᱦᱩᱱᱟᱹᱨ ᱾
Rajasthan ranks 29th among Indian states in human development index.	ᱢᱟᱱᱚᱣᱟ ᱩᱛᱱᱟᱹᱣ ᱥᱩᱪᱚᱠ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱱᱚᱛ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱨᱟᱡᱚᱥᱛᱷᱟᱱ ᱨᱮᱭᱟᱜ ᱴᱷᱟᱣ ᱒᱙ ᱟᱱ ᱾
You can usually get the corporate office number and address by asking an agent or visiting the company's website.	ᱟᱢ ᱫᱚ ᱡᱟᱦᱟᱸᱭ ᱯᱟᱨᱥᱮᱫ ᱜᱮ ᱠᱩᱠᱞᱤ ᱠᱟᱛᱮ ᱵᱟᱝᱠᱷᱟᱱ ᱥᱚᱝᱥᱛᱷᱟ ᱨᱮᱭᱟᱜ ᱳᱭᱮᱵᱥᱟᱭᱤᱴ ᱨᱮ ᱥᱮᱱ ᱠᱟᱛᱮᱫ ᱠᱚᱨᱯᱳᱨᱮᱴ ᱫᱚᱯᱷᱛᱚᱨ ᱨᱮᱭᱟᱜ ᱱᱚᱢᱵᱚᱨ ᱟᱨ ᱴᱷᱤᱠᱟ.ᱱᱟᱢ ᱧᱟᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
Pandyas are also mentioned in the inscriptions of Maurya emperor Asoka (3rd century BCE).	ᱢᱳᱨᱡᱚ ᱥᱚᱢᱨᱟᱴ ᱚᱥᱳᱠ (ᱠᱷᱤᱥᱴᱚ ᱵᱩᱨᱵᱚ ᱓ ᱥᱟᱛᱟᱵᱽᱫᱤ) ᱫᱷᱤᱨᱤᱪᱤᱱ ᱨᱮ ᱯᱟᱱᱰᱚ ᱠᱚᱣᱟᱜ ᱠᱚ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨ ᱟᱠᱟᱫᱟ ᱾
Banda city is located on the banks of river Ken.	ᱵᱟᱱᱫᱟ ᱥᱟᱦᱟᱨ ᱫᱚ ᱠᱮᱱ ᱱᱟᱹᱭ ᱟᱲᱮᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱾
The region is part of the Hindi belt, and Modern Standard Hindi is the predominant language.	ᱱᱚᱣᱟ ᱴᱚᱴᱷᱟ ᱫᱚ ᱦᱤᱱᱫᱤ ᱵᱚᱞᱚᱭ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱟᱨ ᱱᱟᱦᱟᱜ ᱜᱚᱴᱟ ᱟᱱ ᱦᱤᱱᱫᱤ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱢᱩᱬᱩᱛ ᱯᱟᱹᱨᱥᱤ ᱾
Besides these Indo-Aryan languages, the Munda-family language Korku is also spoken in Central India.	ᱱᱚᱣᱟ ᱤᱱᱫᱳᱼᱟᱨᱡᱚ ᱯᱟᱹᱨᱥᱤ ᱠᱚ ᱵᱮᱜᱚᱨ ᱦᱚᱸ, ᱢᱩᱱᱰᱟᱼᱠᱷᱩᱴ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱨᱥᱤ ᱠᱳᱨᱠᱩ ᱦᱚᱸ ᱛᱟᱞᱟ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱪᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾
Kishtwar is known as the 'land of sapphire and saffron'.	ᱠᱤᱥᱛᱚᱣᱟᱨ ᱫᱚ 'ᱱᱤᱞᱚᱢ ᱟᱨ ᱡᱟᱯᱷᱨᱟᱱ ᱨᱮᱭᱟᱜ ᱫᱤᱥᱚᱢ' ᱞᱟᱹᱭ ᱟᱠᱚ ᱾
This easily explains why nearly all the major cities of India are located by the banks of rivers.	ᱱᱚᱣᱟ ᱠᱷᱚᱱ ᱟᱞᱜᱟᱛᱮ ᱜᱮ ᱵᱩᱡᱷᱟᱹᱜᱼᱟ ᱪᱮᱫ ᱚᱡᱮᱛ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱨᱟᱭ ᱥᱟᱱᱟᱢ ᱢᱟᱨᱟᱝ ᱥᱚᱦᱚᱨ ᱠᱚ ᱜᱟᱰᱟ ᱫᱷᱟᱨᱮ ᱨᱮ ᱢᱮᱱᱟᱼᱟ ᱾
While it met the demand for water on one hand, it led to the deterioration of water quality downstream of the river.	ᱱᱚᱝᱠᱟ ᱛᱮ ᱡᱮᱢᱚᱱ ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱪᱟᱹᱦᱤᱫᱟ ᱢᱮᱴᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ, ᱮᱴᱟᱜ ᱥᱮᱡ ᱚᱱᱠᱟ ᱜᱮ ᱱᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱞᱟᱛᱟᱨ ᱥᱮᱱᱟᱜ ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱜᱩᱱᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱢᱟᱞᱚᱴ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾
Later on, the work Dharani Samhita (1825–34) popularised the Sanskrit legends of the origin of Manipur's name.	ᱛᱟᱭᱚᱢᱛᱮ 'ᱫᱷᱚᱨᱚᱱᱤ ᱥᱚᱝᱦᱤᱛᱟ'(᱑᱘᱒᱕ᱼ᱓᱔ ᱠᱷᱨᱤᱥᱴᱟᱵᱽᱫᱚ) ᱯᱩᱛᱷᱤ ᱨᱮ ᱢᱚᱱᱤᱯᱩᱨ ᱧᱩᱛᱩᱢ ᱨᱮᱭᱟᱜ ᱯᱷᱮᱰᱟᱛ ᱵᱟᱵᱚᱫᱛᱮ ᱥᱚᱝᱥᱠᱨᱤᱛ ᱧᱩᱢᱩᱨᱩᱢ ᱫᱚ ᱥᱚᱨᱮᱥ ᱟᱱᱟᱜ ᱨᱟᱠᱟᱵ ᱞᱮᱫᱮᱭᱟ ᱾
The Lakshadweep and the Andaman and Nicobar Islands are India's two major island formations and are classified as union territories.	ᱞᱟᱠᱷᱟᱰᱷᱤᱯ ᱟᱨ ᱟᱱᱫᱟᱢᱟᱱ ᱟᱨ ᱱᱤᱠᱳᱵᱚᱨ ᱰᱷᱤᱯᱯᱩᱧᱡᱚ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱟᱨᱭᱟ ᱢᱩᱲᱩᱛ ᱰᱷᱤᱯᱯᱩᱧᱡᱚ ᱟᱨ ᱛᱟᱞᱢᱟ ᱥᱟᱥᱚᱱ ᱴᱚᱴᱷᱟ ᱞᱮᱠᱟᱛᱮ ᱦᱟᱹᱴᱤᱧ ᱟᱠᱟᱱᱟ ᱾
Minerals, including Ilmenite, Monazite, Thorium, and Titanium, are found in the coastal belt of Kerala.	ᱠᱮᱨᱟᱞᱟ ᱨᱮᱭᱟᱜ ᱜᱟᱰᱟ ᱫᱷᱟᱨᱮ ᱴᱚᱴᱷᱟᱨᱮ ᱤᱞᱢᱮᱱᱟᱭᱤᱴ, ᱢᱳᱱᱟᱡᱟᱭᱤᱴ, ᱛᱷᱳᱨᱤᱭᱟᱢ ᱟᱨ ᱴᱟᱭᱴᱟᱱᱤᱭᱟᱢ ᱢᱮᱥᱟ ᱠᱷᱚᱱᱤᱡ ᱫᱩᱨᱤᱵ ᱠᱚ ᱧᱟᱢᱚᱜᱼᱟ ᱾
Consequently, investment in rice production decreased and a major portion of the land shifted to the cultivation of perennial tree crops and seasonal crops.	ᱚᱨᱡᱚ ᱞᱮᱠᱟᱛᱮ, ᱪᱟᱣᱞᱮ ᱥᱤᱨᱡᱟᱹᱣ ᱨᱮ ᱥᱚᱯᱚᱦᱚᱫ ᱠᱚᱢᱚᱜ ᱠᱟᱱᱟ ᱟᱨ ᱚᱛᱼᱦᱟᱥᱟ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱢᱟᱨᱟᱝ ᱦᱤᱸᱥ ᱜᱚᱴᱟ ᱥᱮᱨᱢᱟ ᱫᱷᱩᱨᱭᱟᱹ ᱫᱟᱨᱮ ᱡᱚ ᱟᱨ ᱢᱩᱲᱥᱩᱢ ᱡᱚ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱩᱪᱟᱹᱲ ᱱᱟᱪᱟᱲ ᱦᱩᱭᱩᱜᱼᱟ ᱾
Navigational channels provide transportation links to all five basins.	ᱞᱟᱹᱣᱠᱟᱹ ᱪᱟᱞᱟᱣ ᱨᱮᱭᱟᱜ ᱜᱟᱰᱟ ᱠᱚ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱟᱲᱮᱨᱮ ᱡᱷᱚᱛᱚ ᱠᱚᱛᱮ ᱥᱟᱸᱜᱷᱟᱨ ᱥᱮᱞᱮᱫ ᱯᱟᱥᱱᱟᱣᱼᱟᱠᱚ ᱾
The game spread among the British in Calcutta and then to England.	ᱱᱚᱣᱟ ᱠᱷᱮᱞᱳᱰ ᱫᱚ ᱠᱚᱞᱠᱟᱛᱟ ᱨᱮ ᱵᱨᱤᱴᱤᱥ ᱠᱚ ᱢᱩᱫᱨᱮ ᱟᱨ ᱛᱟᱭᱚᱢᱛᱮ ᱤᱝᱞᱮᱱᱰ ᱨᱮ ᱯᱟᱥᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
Surrender charges are incurred when you cancel your annuity contract and withdraw all the money from the account.	ᱟᱢ ᱡᱚᱠᱷᱚᱱ ᱟᱢᱟᱜ ᱥᱮᱨᱢᱟᱠᱤᱭᱟᱹ ᱪᱩᱠᱛᱤ ᱵᱟ.ᱛᱤᱞ ᱠᱟᱛᱮᱫ ᱮᱠᱟᱩᱣᱱᱴ ᱠᱷᱚᱢ ᱥᱟᱱᱟᱢ ᱴᱟᱠᱟᱢ ᱛᱩᱞᱟᱹᱣᱟ, ᱩᱱᱫᱚ ᱟᱢ ᱟᱛᱚᱥᱚᱢᱚᱯᱚᱱ ᱢᱟᱥᱩᱞ ᱮᱢ ᱦᱚᱭᱩᱜ ᱛᱟᱢᱟ ᱾
This area is also important from a defense point of view.	ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱫᱚ ᱴᱮᱠᱟᱣ ᱫᱟᱨᱟᱢ ᱨᱮᱭᱟᱜ ᱧᱮᱱᱮᱞᱚᱢ ᱠᱷᱚᱱ ᱮᱱᱮᱢ ᱟᱱᱟᱜ ᱠᱟᱱᱟ ᱾
This region receives less than 400 mm of rain annually.	ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱥᱮᱨᱢᱟ ᱨᱮ ᱔᱐᱐ ᱢᱤᱞᱤᱢᱤᱴᱟᱨ ᱠᱷᱚᱱ ᱠᱚᱢ ᱫᱟᱜ ᱡᱟᱲᱤ ᱧᱟᱢ ᱟᱭ ᱾
Before he was about to strangle Susarma to death, Yudhishthira told him to spare him.	ᱥᱩᱥᱚᱨᱢᱟ ᱫᱚ ᱞᱤᱵᱳᱫ ᱠᱟᱛᱮ ᱜᱚᱡ ᱞᱟᱦᱟᱨᱮ, ᱡᱩᱫᱷᱤᱥᱴᱤᱨ ᱩᱱᱤ ᱟᱲᱟᱜ ᱮ ᱢᱮᱛᱟᱫᱮᱭᱟ ᱾
India is a union of states and union territories as per article 1 of the Indian Constitution.	ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱥᱚᱝᱵᱤᱫᱷᱟᱱ ᱨᱮᱭᱟᱜ ᱑ ᱱᱚᱢᱵᱚᱨ ᱰᱷᱟᱨᱟ ᱞᱮᱠᱟᱛᱮ ᱵᱷᱟᱨᱚᱛ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱚᱱᱚᱛ ᱟᱨ ᱛᱟᱞᱢᱟ ᱥᱟᱥᱚᱱᱛᱟᱹᱨᱭᱟᱹ ᱴᱚᱴᱷᱟ ᱠᱚ ᱱᱤᱭᱟᱹ ᱢᱤᱫᱴᱟᱝ ᱥᱮᱞᱮᱫ ᱫᱤᱥᱚᱢ ᱾
National parks of the state are Clouded Leopard National Park and Rajbari National Park.	ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱜᱟᱣᱟᱱ ᱠᱚ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱠᱞᱟᱣᱰᱮᱰ ᱞᱮᱯᱟᱨᱰ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱜᱣᱟᱱ ᱟᱨ ᱨᱟᱡᱽᱵᱟᱲᱤ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱵᱟᱜᱟᱣᱟᱱ ᱾
Hinduism has existed in the Punjab region since the period of ancient India.	ᱢᱟᱨᱮᱱ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱥᱤᱢᱟᱹ ᱠᱷᱚᱱ ᱜᱮ ᱯᱟᱧᱡᱟᱵᱽ ᱴᱚᱴᱷᱟᱨᱮ ᱦᱤᱱᱫᱩ ᱫᱷᱚᱨᱚᱢ ᱡᱤᱭᱟᱹᱲ ᱢᱮᱱᱟᱜᱼᱟ ᱾
Type what you are looking for in the box.	ᱡᱟᱦᱟᱢ ᱯᱟᱸᱡᱟ ᱮᱫᱟ ᱚᱱᱟ ᱵᱟᱠᱥ ᱨᱮ ᱴᱟᱭᱤᱯ ᱢᱮ ᱾
If you want advice catered to your situation specifically, it may be worth the money.	ᱟᱢ ᱡᱚᱫᱤ ᱟᱢᱟᱜ ᱫᱚᱥᱟ ᱞᱟᱹᱜᱤᱫ ᱠᱷᱟᱥ ᱞᱮᱠᱟᱛᱮ ᱯᱚᱨᱟᱢᱮᱥ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟᱢ, ᱚᱱᱟ ᱦᱳᱭ ᱞᱮᱱᱠᱷᱟᱱ ᱚᱱᱟ ᱠᱟᱹᱣᱰᱤ ᱨᱮᱭᱟᱜ ᱜᱚᱱᱚᱝ ᱱᱤᱦᱟᱹᱛ ᱮᱢ ᱧᱟᱢᱼᱟ ᱾
Divya returns and tells Nirmala that she came back because of Mili.	ᱰᱤᱵᱵᱟ ᱨᱩᱣᱟᱹᱲ ᱠᱟᱛᱮᱫ ᱱᱤᱨᱢᱚᱞᱟ ᱫᱚᱭ ᱢᱮᱛᱟᱫᱮᱭᱟ ᱡᱮ ᱩᱱᱤ ᱢᱤᱞᱤ ᱦᱚᱛᱮᱛᱮ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡ ᱟᱠᱟᱱᱟᱭ ᱾
Partial matches will appear in a dropdown list.	ᱟᱝᱥᱤᱠ ᱢᱮᱪ ᱠᱚᱫᱚ ᱰᱨᱚᱯᱰᱟᱣᱩᱱ ᱥᱩᱪᱤᱨᱮ ᱛᱟᱦᱮᱱᱟ ᱾
The nearby panchayaths mostly have agriculture and small- and medium-scale industries.	ᱥᱩᱨᱥᱩᱯᱩᱨ ᱯᱚᱧᱪᱟᱭᱤᱛ ᱠᱚᱫᱚ ᱵᱟᱹᱲᱛᱤ ᱠᱟᱭᱛᱮ ᱪᱟᱹᱥᱤ ᱟᱨ ᱠᱟᱴᱤᱡ ᱟᱨ ᱛᱟᱞᱟᱢᱟᱞᱟ ᱵᱤᱨᱤᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱾
The Ulavar community were working in the field which was associated with agriculture and the peasants were known as Kalamar.	ᱩᱞᱟᱵᱷᱟᱨ ᱜᱟᱛᱟᱠ ᱨᱮ ᱪᱟᱹᱥᱤ ᱠᱟᱹᱢᱤ ᱠᱚ ᱥᱟᱣ ᱵᱟᱠᱷᱟᱨᱟᱛᱮ ᱡᱷᱮᱛ ᱨᱮ ᱠᱟᱹᱢᱤ ᱟᱠᱚ ᱟᱨ ᱪᱟᱹᱥᱤ ᱠᱚ ᱠᱟᱞᱟᱨᱟᱢ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢ ᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
The service sector is made up of real estate and insurance companies.	ᱥᱟᱨᱵᱷᱟᱨ ᱠᱷᱮᱛᱛᱚᱨᱚ ᱫᱚ ᱛᱟᱦᱮᱱ ᱟᱨ ᱵᱤᱢᱟ ᱜᱟᱣᱛᱟ ᱤᱫᱤ ᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
The revolt was suppressed by the government of India, which carried out airstrikes in Aizawl and surrounding areas.	ᱵᱷᱟᱨᱚᱛ ᱥᱚᱨᱠᱟᱨ ᱦᱩᱞ ᱫᱚᱢᱚᱱ ᱠᱟᱛᱮ ᱟᱭᱡᱚᱞ ᱟᱨ ᱯᱩᱨᱥᱤ ᱴᱚᱴᱷᱟ ᱨᱮ ᱩᱰᱟᱹᱱ ᱦᱟᱢᱞᱟ ᱠᱚ ᱪᱟᱞᱟᱣ ᱞᱮᱫᱟ ᱾
The result has been catastrophic for both the environment and the local population.	ᱱᱚᱶᱟ ᱚᱡᱮᱛᱮ ᱞᱟᱭᱚᱝ ᱟᱨ ᱛᱷᱟᱹᱱᱤᱭᱚ ᱦᱚᱲᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱹᱲᱤᱡ ᱦᱟᱞᱚᱛ ᱟᱲᱜᱚ ᱦᱮᱡ ᱟᱠᱟᱱᱟ ᱾
