,Hindi,Bhili
3751,विदेशी ताकतों को परास्त किया या नहीं किया।,(परदेह) विदेह नी ताकतुं ने हरायुं के नथी हरायुं।
108662,"अपनी निजी निधि के इस्तेमाल करने वाले सार्वजनिक क्षेत्र के बैंक, निजी क्षेत्र के बैंक, सहकारी बैंक और क्षेत्रीय ग्रामीण बैंकों को तथा क्षेत्रीय ग्रामीण बैंक, सहकारी बैंक के वित्तपोषण के लिए नाबार्ड को ब्याज अनुदान दिया जाएगा।",अपनी निजी विधी नो उपयोगकरने वाले सब जगह बैंक निजी क्षैत्र के बैंक सोसायटी अन बदी बैंकयु न  व्याज नु अनुदान मलहे  ।
30937,"उन्होंने कई गंभीर सवाल पूछे, जैसे कि भारत अब तक खुले में शौच से मुक्त क्यों नहीं हो पाया था; इतने दशकों तक युद्ध स्मारक या पुलिस स्मारक क्यों नहीं बनाया गया इत्यादि।",इनयी घणा बदा सवाल पूश्‍या जेवा कि भरत ने हमणे तक बाहेरा हगवा जावा नु केम नी रोक्‍यु अेतरा वरहू तक युद्ध स्‍मारक या पुलिस स्‍मारक केम नी बणाव्‍यू।
44054,हिंडन के इस नए सिविल एयरपोर्ट टर्मिनल से घरेलू उड़ानों के संचालन से पश्चिमी उत्तर प्रदेश और राष्‍ट्रीय राजधानी क्षेत्र के यात्रियों को लाभ होगा।,हिंडन ना आं नवा सिविल एयरपोर्ट टर्मिनल ती घेरू नी उडावानी ने सलाडवानी बुडम्‍णां उत्तर प्रदेश अने राष्‍ट्रीय नी राजधानी ना भाग हारू जावा वाळां लोकुं ने लाभ मळहे।
103185,"इनमें भारतीय विमानों में विदेशी एयरलाइंस द्वारा 49 प्रतिशत एफडीआई की अनुमति, भारतीय विमानों को एयर इंडिया के एटीएफ, टीएपी और एफआरपी आयात करने की इजाजत और एयर इंडिया के अलावा विभिन्‍न अंतरराष्‍ट्रीय जगहों पर निजी भारतीय विमानों को यातायात के अधिकार आवंटित करने की उदार नीति शामिल है।",इनामा भारत ना उडन गाडा साले वी भारत ना उडन गाडा एक देश थी बिजा देश मा समान लावे अने आले इनमा निजी अंतराष्ट्रीय जगाना निजी आवा जावा ना साधन भेळा से।
30684,श्री जुएल ओराम ने स्थानीय उद्योगों और हस्तशिल्प को बढ़ावा देने के लिए विपणन और वित्तीय सहायता प्रदान की।,श्री जुएल ओरामे निचला कारखानू अने हाथ नी कला ने वहावा हारू बजार अने- पईसां नी मदद करी।
101069,"कीर्ति ने यह भी कहा कि अगर बच्चों को प्रकृति की जानकारियाँ दी जाएँ, तो वे भविष्य में पर्यावरण की रक्षा में महत्वपूर्ण योगदान दे सकते हैं।",कीर्ति ने ये भी केदू की कदी सोरा ने धरती ना बारां मा जाणकारी आली जाए तैरचा आवा वाला समय मा पर्यावरण नी रक्षा हारू असल योगदान दी सके से।
137255,मैं इस परियोजना के बारे में थोड़ा निराश महसूस कर रहा हूं।,हुं इना परियोजना ना बारा मा थोडोक रीहाय लो से।
67038,"निर्देशक अजय बहल के पास मुख्य भूमिका के लिए दो विकल्प थे, ऋचा चड्डा और शिल्पा शुक्ला, जिनका खामोश पानी में काम उन्हें पसंद आया था।","सलाह आलवा वालों बहल ने पास खास काम बेह ओपसन हेता,रिचा चडडा अने शिल्‍पा शुक्‍ला जिना नो खामोशी पाणी मा काम इनाने पसंद आवेलो हे तो "
68129,"प्रमुख विमान सेवाएँ फ्लाईबिग, एयर इंडिया और इंडिगो हैं।                     ",खास उड़नगांडा से।वा फ्लाईबिग अने इंडिगो से। |
6474,इसके लिए उसे दोषी नहीं ठहराया जा सकता।,तिना हारू तिन कसूरवार नी ठहराई सके।
7670,उसने स्कूल छोड़ने की अनुमति माँगी और प्राप्त की।,तिनाये इस्कूल सोडवानी मंजूरी मांगी अने लेदी।
7077,उन्होंने कई वर्षों में इसके तट पर मानव बस्तियों और औद्योगिक प्रतिष्ठानों के बढ़ते दबाव और विभिन्न रूपों में नदी के पानी के प्रदूषण का हवाला दिया।,"तिन्‍हुंयी घणां वरहुं थी, इनां धेडें ऊपर वहेली झुपडियो अन कारखानों ने कामो माँ बढ़ता दबाव अन नंदी खराबई पाणीं नों हवालों आल्‍यों।"
54523,इस मुहिम को एक जन आंदोलन में परिवर्तित करें।,इना युद्ध नो एक जन नो आंदोलन मा परिवर्तन करूं।
17407,वो जज्‍़बा चाहिए जिसमें Innovation कम हो इरादा रहे कुछ लोगों को यही डर लगता है।,"ऐवो जज्‍बो जोये जिनमा, Innovation कम रे इरादा रे आधा मनखान येस समक लागे ।"
92108,"यदि आपकी वेबसाइट लोकप्रिय है, तो आप खुदरा विक्रेताओं को जगह बेच सकते हैं जो आपकी साइट पर आने वाले लोगों को उत्पादों, फिल्मों, संगीत के लिए विज्ञापन देखना चाहते हैं--किसी भी चीज़ के बारे में।",या तमारी वेबसाइट नामे से तो तम छोटा बेचवा ना जगेह बेसी सके से जो तमारी साइट पण आवा वाला मनखो नी बनावा फिलम गायन हारू पेपर मा आलेलू देखवा साहे से किनी भी सीज ना वारा मा।
72957,उन्होंने भारत के लिए विदेशी सहयोगियों की तलाश की और पूरी दुनिया में स्वतंत्रता और लोकतंत्र के लिए आंदोलनों के साथ संबंध बनाए।,तिनायी भारत ने लेदे बी देश ना मनखांना हात देवा हारूं तलाश करी अन पुरी दनिया मां आजादी अन लोगां लेदे तिनी लड़ाई ना हात संबंध जोड़या संबंध वणाया ।
64313,"सतपुड़ा पर्वत श्रृंखला में पचमढ़ी जीवमंडल संरक्षण क्षेत्र, अमरकंटक जीवमंडल संरक्षण क्षेत्र और पन्ना राष्ट्रीय उद्यान भारत के 18 जीवमंडल संरक्षण क्षेत्रों में से तीन हैं।",सतपुडा नी पहाडी घाटीयो नी बारा मा सिलसिलों मा पंचमढी मा जीवमंडल नी देखभाल ना एरिया मा अमरकंटक जीवमंडल नी देखभाल ना एरिया अने पन्ना देह ना बगीचा भारत ना 18 जीवमंडला नी देखभाल ना एरियो मा हु तीन है।
127260,मैं आपके साथ हॅू।,मै तारे साथ छे ।
124265,भगत सिंह ने अग्रेजों को परेशान कर दिया ।,भगतसिंह ने अंग्रेजो नेन थकाडी देदो
22353,नई शिक्षा नीति 2020 की तर्ज पर बहुभाषी शिक्षा हस्तक्षेप के तहत आदिवासी भाषाओं में कक्षा I II और III के छात्रों के लिए प्राइमर तैयार करना।,नवी शिक्षा नीति 2020 नी तर्ज पर बहुभाषी शिक्षा हस्तक्षेप नी तहत आदिवासी भाषाओं मां कक्षा l॥ अने॥। ना छात्रों हारु प्राइमर तैयार करवु ।
41888,"आई.के.एफ. की परिषद में एक अध्यक्ष, एक महासचिव, एक वरिष्ठ उपाध्यक्ष, कार्यकारी समिति के तीन अन्य सदस्य और पांच महाद्वीपीय उपाध्यक्ष शामिल होते हैं।","आई.के.एफ. नी परिषद मां एक अध्‍यक्ष एक महासचिव, एक वरिष्‍ठ उपध्‍यक्ष, कार्यकारी समिति ना तीन बीजा सदस्‍य अने पांच महाद्वीपीय उपाध्‍यक्ष भेळा थाई से।"
51587,"सुल्तान ने लिखा कि सजा के रूप में उन्होनें कई शियाओं, महदी और हिंदुओं को मार डाला (सियासत)।",सुल्तान ये लिखयु कि सजा कके रूप मे तिनुये कई शियासी मंहदी अने हिन्दुंआं को मारडाला मारी नाखियौ।
113103,इलेक्ट्रिकल इक्विपमेंट्स में कुल विदेशी निवेश का 52 प्रतिशत और Renewable Energy में 49 प्रतिशत निवेश इसी अवधि में आया है।,इलेक्ट्रिकल इक्विपमेंट्स मां पुरा विदेशी निवेश नो 52 टका अने Renewable Energy मां 49 टका निवेश इनी टेम मां आयो से।
138897, बैंक कहां है?,बैंक का से।
29806,"गौरव, आपकी चिट्ठी को मैंने बहुत ध्यान से पढ़ा है और मुझे लगता है, शायद ये वेदना आपकी ही नहीं, आपके जैसे लाखों-करोड़ो विद्यार्थियों की होगी, क्योंकि एक ऐसा माहौल बन गया है कि जो हुआ है, उसके प्रति संतोष के बजाय उसमें से असंतोष खोजना, ये नकारात्मकता का दूसरा रूप है।","गौरव तमारी सिट्ठी ने मीं जबर ध्यान थी भण्यू से अने म्हन लागे, शायद यो दःख तमारू स नी मले, तमारा जैवा लाखो करोड़ो भणवा वाला सोरां नी ओहे, किमके एक ऐवो माहौल बणी ग्यो से कि ज्यों थयु से तिना लेदे संतोष ने बदले अंसतोष जोवू, यो बेअसर नो बीजो रूप से ।"
54929,"होटल हयात में जमा हुए विधायकों ने शपथ लेते हुए कहा कि ""मैं शपथ लेता हूं कि शरद पवार, उद्धव ठाकरे और सोनिया गांधी के नेतृत्व में, मैं अपनी पार्टी के प्रति ईमानदार रहूंगा।",होटल हयात मा जमा हुए विधायको ने शपथ लेता जइन केदु कि हु शपथ लीन कु है कि शरद उदव ठाकरे अन सोनिया गॉधि के नेतृत्व मा हु आपडी पार्टी ने प्रति इमानदार री से।
129798,वे आपस में बाते करते थे।,चे आपसा वात करिया कोरतेला ।
13418,अब ये उस समय की सरकारों की कल्‍पना और आज ये सरकार की कल्‍पना देखिए कि कैसा बृज बनाते हैं कैसे रोड बनाते हैं।,"हमाणा यी तिनIT वखतु नी सरकारू नी होस अने आज यी सरकारू नी होस भाळिये के केवु बृज बणावे से, केवु रोड बणावे से।"
38329,लक्ष्य खेल से पहले समझौते द्वारा निर्धारित अंकों की एक निश्चित संख्या तक पहुंचना है।,लक्ष्य खेल थी पेहला समझोता हाते तय अंको नी एक तय तक जानो से।
139618,एक बालक मेहनत करके क्या बनाता है?,एक सोरो मेहनत करीने हुं बणावे से ?
47909,ट्रंप ने 2014 में ईटी के साथ बातचीत में भारत की तारीफ की थी और कहा था कि मोदी के प्रधानमंत्री बनने के बाद से भारत को लेकर धारणा बदली है।,ट्र्पे 2014 मा ईटी नी हाले वातसीत मा भारत नी बाहवानी करी अने केदू कि मोदी ना प्रधानमंत्री बणवा नी पसाडी भारत ने लीन बश्यार बदल्यो से ।
48271,आनंदबाजार डिजिटल को दिए इंटरव्‍यू में एक्‍ट्रेस ने खुलासा किया है कि किस तरह लोकप्रिय सीरियल 'भूमिकन्या' की स्क्रिप्ट पढ़ने के लिए अपने कोलकाता ऑफिस में बुलाने के बाद फिल्मकार ने उनके साथ बुरा व्यवहार किया.,आनंद‌बाजारए डिजिटल ने आलेलू इन्टरव्यू मा एक्ट्रेस ने खुळासों करीयुं से कि केवी तरह फिल्मकार लोकप्रिय सीरियल भूमिकन्यार नुं स्क्रिप्ट भड़वा हरु आपड़े कोलकाता ऑफिस मा  बोळावी नी फिल्मकार ने उनके साथ बुरा व्यवहार करेलो।
48787,उन्होंने जम्मू-कश्मीर राज्य में समस्याओं का समाधान तलाशने के लिए सभी राजनीतिक दलों को साथ मिलकर काम करने की जरूरत पर बल दिया।,विनाये ये जम्‍मू-कश्‍मीर ना राज्‍य मा जो समस्‍या आवी विनो समाधान करवा हारी देश ना सब राजनितिक दल बणेला छे विना हाते सब मली ने काम करवा हारी ज्‍यादा जोर दे दे।
116257,"केंद्रीय गृह मंत्री अमित शाह और अन्य केंद्रीय मंत्री प्रहलाद जोशी, जितेंद्र सिंह और अर्जुन राम मेघवाल भाजपा संसदीय दल की बैठक के लिए पहुंचे","केंद्रीय गृह मंत्री अमित शाह अन बीजा केंद्रीय मंत्री प्रहलाद जोशी, जितेंद्र सिंह अन अर्जुन राम मेघवाल भाजपा संसदीय दल नी बठक हारू पुग्‍या।"
58229,यह नदी दो बार कर्क रेखा को पार करती है।,या नदी बे वारी कर्क रेखा ने पार करे से।
11820,यदि आपकी आय महीने दर महीने बदलती रहती है तो पिछले छह महीनों या उससे अधिक समय से आपकी औसत मासिक आय का पता लगाना फायदेमंद हो सकता है।,हर महीने बदलती रे से तेर पेलखां सौ मईंना अन तीना थी वदुं टेम नें आपड़ी औसत मईंना ने आई नो पतों लगाड़वा फायदेमंद से।
105530,"पंजाब एंड महाराष्ट्र को-ऑपरेटिव बैंक (पीएमसी) के संकट के बीच, एचडीएफसी के चेयरमैन दीपक पारेख ने कहा कि यह अनुचित था कि नियमित ऋण छूट और कॉर्पोरेट ऋण राइट-ऑफ थे, लेकिन आम आदमी की बचत को बचाने के लिए कोई वित्तीय प्रणाली नहीं थी.","पंजाब अने महाराष्ट्र को - ऑपरेटिव बैंक (पीएमसी) ना संकट नी वसे, एचडीएफसी ना चेयरमैन दीपक पारेख ही किदु कि यू अनुचित हुतु कि नियमित ऋण छूट अने कॉर्पोरेट ऋण राइट - ऑफ हुतां, पण आम आदमी नी बचत ने वसाड़वा हारू कोई वित्तीय प्रणाली नी हुती."
70588,पृथ्वीराज चौहान के दादा अर्णोराजा ने 1135-1150 ईस्वी में इसका निर्माण किया और उन्हीं के नाम पर इसका नाम रखा गया।,पृथ्वीराज चौहान नो ढाहो बा अर्णोराजा यी 1135-1150 ईस्वी मा इनान वणायू अन तीना नाम पर इनु नाम राखयू।
46418,"इसके अलावा, पश्चिमी और मध्य भारत में दो और गोदाम खोलने की योजना है",तेने बाद ;पश्चिमीद्ध बुढमण अने विशलामा बे मोल गोदारा खोलवा नी योजना हे।
79298,"इसके अलावा, उन्होंने टेलीफोन करने और 80 साल से अधिक उम्र के लाभार्थियों के स्वास्थ्य के बारे में पूछताछ किये जाने की सीजीएचएस की नई पहल की सराहना की।","इना  अलावा, तिनायी  टेलीफोन करवा अने  80 साल थी वदारे उमर ना  लाभार्थियों ना  स्वास्थ्य ना बारा मा  पूछताछ करवा हारू  सीजीएचएस नी  नवी  पहल नी  सराहना करी "
39868,"इस पर, भाजपा प्रमुख अमित शाह ने कहा कि 250 आतंकवादी मारे गए और गृह मंत्री राजनाथ सिंह ने कहा कि एनटीआरपी ने 300 सेल फोन टैप किए।",इना पर. भाजपा मोटा प्रमुख अमित शाह ने किदू कि 250 आतंकवादी मारे गए अन ग्रहमंत्री राजनाथ सिंह ने किदू कि एनटीआरी ने 300 सेल्‍फ मोबाईल टैप करीये।
136560,ओडिशा में कहां है?,ओड़िशा मा कईं से।
131880,चिडि़या शिकारी को देखकर आवाज करती है।,सरकलु शिकारी भाळीन गांगरवा लागे।
8214,’उन्होंने दावा किया कि एमवीए में शामिल तीनों पार्टियों के विधायकों में ‘बहुत असंतोष’ है.,तिन्‍हुयी दावों करियों एमवीए मां भेळां तीन पाल्टियों नां विधायकुं मां घणों असंतोष से।
134498,आपकी पत्नी कैसी  है?,तारी बयर केवी  से?
9918,"यह सम्मान पाने वाले मोदी पहले भारतीय नेता हैं, जो वैश्विक भू-राजनीतिक तनावों के बावजूद द्विपक्षीय संबंधों की गहराई को दर्शाता है।","यु सम्मान पाने वालो मोदीजी पेहलु भारतीय नेता छे, जो वैश्विक भू-राजनीतिक तनावों ना पछी भी द्विपक्षीय संबंधों नी गहराई ने देखाडे छे"
27850,"मेरे प्यारे साथियो, आपने देखा होगा, हमारे आस-पास कुछ लोग ऐसे होते हैं जो आपदा में धैर्य नहीं खोते, बल्कि उससे सीखते हैं।","मांरा रूपाळां हातवाळां आपुंयी देखीयुं ओहे कि हमारी ऐरेमेंरे कईंना लोकुं ऐवा रे से, कि काहटी मां हिम्‍मत नी हारें पण तिनथी हिकें से।"
31548,"इससे एनसीएलएटी को वित्‍त अधिनियम, 2017, कंपनी अधिनियम, आईबीसी, 2016 के तहत मिले शासनादेश को पूरा करना और निर्धारित समय-सीमा में मामले का निपटारा करना सुनिश्चित होगा।","इनाथी एनसीएलएटी ने वित्‍त अधिनियम , 2017, कंपनी अधिनियम आई बीसी 2016 ने तहत मळेळा सरकार का आदेश ने पुरो करवाना अने नकी करेला वखत मा मामला ने निपटा नु ( सुनिश्चित ) नकी करवू जोहे ।"
114837,"हताशा में, मुकेश पुरुषों को अपनी यौन सेवाओं की पेशकश करने का फैसला करता है।","हताशा मा, मुकेश आदमी ने आपडी यौन सेवाओं ने पेशकश करवा नो फैसलों करे से !"
29977,केन्द्रीय गृह मंत्री श्री अमित शाह ने राष्ट्रीय राजधानी में कोविड-19 की स्थिति पर दिल्ली के सभी राजनीतिक दलों के साथ बैठक की अध्यक्षता की,केन्द्रीय गृहमंत्री श्री अमित शाह नी राष्ट्रीय राजधानी मा कोविड 19 नी स्थिति मा दिल्ली ना बदा राजनीतिक दलो ने हाती बैठक नी अध्यक्षता करी।
43728,योग एक अन्‍य प्राचीन भारतीय नवाचार है।,योग एक बिजु भारत ने बणावा नो नवी नवाचर से।
82799,इसके अलावा किसानों को उचित मूल्य दिलाने सम्बन्धी समुचित प्रबन्ध करने चाहिए ।,इना सिवा करसाण ना ठीक किमत अलाडवा ना सम्बध्ंा उचित पबंध करवो जोवे
20878,"मेईतेई, नागा, कुकी और अन्य आदिवासी समूहों के बीच हिंसा होती है।","मेईतेई नागा, कुकी अनें बिजां आदिवासी समुहों नी वसमां हिंसा होई से।"
78974,"इसके अलावा, देश भर में स्थापित 668 केवीके में एक महिला वैज्ञानिक की नियुक्ति अनिवार्य कर दी गई है।",इनी बाद देह भर मां स्‍थापित 668 केवीके मां एक बयेर वैज्ञानिक नी भरती नकी करी दे दी से। ।
113839,लेकिन इसमें भी चुनौतियां कम नहीं थीं। एक तो यह कि लोडिंग और अनलोडिंग में समय बहुत लगता था और कई बार इसमें दूध भी ख़राब हो जाता था। इस समस्या को दूर करने के लिए भारतीय रेलवे ने एक नया प्रयोग किया।,पण इना मा भी कठिनाइ कम नी हती । एक त्यो या कि तालवा अन नी तोलवा ना समया मा घणा लगीया हता अन घणा वखत जिनमा दूध भी खराब  थाया हता। इनी समस्या ने सेटी करवा हारू भारतीय रेलवे ना एक नवा काम करीया से। 
43711,हमारे स्‍वतंत्रता संघर्ष में भी ऐसे कई प्रेरणादायक उदाहरण भरे पड़े हैं।,हमारा देह मा आन्दोलन करवा मा एवी घणी हिकवाना उदाहरण वातें भरेली पडी से।
115164,"इस संबंध में चेन्नई की सुचित्रा राघवाचारी से हमें काफी सुझाव मिले हैं। उन्होंने मुझे बेटी बचाओ, बेटी पढ़ाओ, गंगा साफ करो, स्वच्छ भारत जैसे विषयों पर बोलने का सुझाव दिया है।", इस रिश्तो मा चेन्नई सुचित्रा राघवा चोरी हमू बड़ी मदद मली है इनाने मने बेटी आसडो बेटी सिरवाड़े गंगा साफ़ करो स्वच्छ भारत जेवी विषयों मा बोलवा मदद दियो |
55157,"’ उन्होंने कहा कि आयोग ने व्यापक हित में संज्ञान लिया है क्योंकि हमें लगता है कि दिल्ली पर शासन करने वाली पार्टी और एक ऐसी पार्टी जिसके सदस्य महिलाओं के खिलाफ हिंसा की कई घटनाओं में शामिल रहे हैं, उसके एक प्रवक्ता होने के नाते उन्हें इस तरह का एक ब्लॉग नहीं लिखना चाहिए था जिसमें पितृसत्ता की सड़ांध और स्त्री जाति से द्वेष की बू आती हो।",तिनाये केदु है कि आयोग व्यापक हित मा ध्यान दे दे है दिल्ली पर शासन करवा वाली पार्टी एक एवी पार्टी महीलाओ से खिलाफ हिंसा की घटनायें शामिल है पार्टी नो नेतो होन के कारण एवे वाते ने करवी जोये।
33192,प्रधानमंत्री ने निवारक स्वास्थ्य देखभाल पर नए सिरे से बल देने की आवश्यकता बताई।,प्रधानमंत्री निवारक स्वास्थ्य नी हमाळ पर नवा सिरा ही ताकत आलवा नी जरूरत है।
47501,"यद्यपि सभी संदाय आस्ट्रेलिया के विदेशी रिश्वतखोरी कानून के अधीन आते हैं, फिर भी विदेशी पदधारी, राजनैतिक दल या दल पदधारी द्वारा शीघ्रता करने या नैमित्तिक सरकारी कार्रवाई का पालन सुनिश्चित करने लिए सुविधा संदाय को दंडित किए जाने का छूट प्राप्त है ।",हालमा सब संदाय आस्ट्रेलिया के विदेशी रिश्वत लेवा कानून के आधार आते हतो फेर भी विदेशो पद धारी राजनैतिक दल या दल पदधारी हमे एकदम करवा या नैमित्तिक सरकार नी कार्यवाही का पालन करवा हारू सुविधा संहाय दण्ड किऐ जावा छुट आली है।
2152,"किसी ने पीले रंग का कोई पाऊडर आपको दे दिया है आप हाथ मत लगाना ।
",कईनाक ने पीला रंग नु कईनुक पावडर आपूने आल दे से आपू हाथ कदी मत लगाडजो ।
54303,"उन्‍होंने कहा कि योग का मतलब आपने क्‍या पाया नहीं है, बल्कि इसका अर्थ यह है कि कोई व्‍यक्ति क्‍या छोड़ सकता है।",तिनाये केदू की योग आसन नो बारा मा तमयि हु हाऊ लागू नही है। इनादू हु थाये है। कि कना मनखा ने हु छोडी सकता हुको है।
64382,बिंदुओं को गोल रेखाओं के काल्पनिक विस्तार पर क्षेत्र के दोनों ओर से 1.5 मीटर (4 फूट 11 इंच)पर भी चिह्नित किया जाता है।,बिन्दुओ ने गोल लाइणो ना काल्पनिक विस्तार पर एरिया ना बे तरफ ही 1.5 (4 फुट 11 इंच) पर पण चिन्हित करयों जाये हैं।
91954,"चूंकि आरोपी भी उसी गांव से हैं, हम पर पंचायत के बुजुर्गों का बहुत दबाव था कि इस मामले को पुलिस के पास न ले जाएं क्योंकि इससे गांव की बदनामी होगी।",केमकी आरोपी भी इना गाम थी से हयू पर पंचायत ना ढाहा लोगु ना घणु दबाव हतु कि इना मामला मा पुलिस ना जाहे न लि जाए केमकी इनथी ग्राम नी बदनामी थाहै।
117758,"प्रभावी स्वच्छता प्रथाएँ, यदि समय पर स्थापित और पालन की जाएँ, तो आमतौर पर एक महामारी को रोकने के लिए पर्याप्त होती हैं।",प्रभावी साफ-सफाई प्रथाएं यदि टेम पर करे अने पालन करे तेर आमतौर पर एक महामारी बेमारी ने रोकवा हारू घणुस थाय से।।।
127401,बच्‍चे चित्रों में रंग भर रहे हैं।,पूरिया फोटोम रंग भोरे ।
71803,"23 मई 2017 को राष्‍ट्रपति लॉरेंस स्‍कूल, उटकमंड, नीलगिरि के 159वें स्‍थापना दिवस समारोह के अवसर पर संबोधित करेंगे","२३ मई २०१७ ना राष्‍ट्रपति लॉरेंस स्‍कूल, उटकमंड, नीलगिरि ना १५९ बेहाड़वा दन मौसर ना मोका ना बोले से।"
95234,स्वांग के बीच में यदि नायिका के मंदिर में पूजा करने या कुएं से पानी भरने का प्रसंग आता था तो नायिका स्वयं मंदिर या कुएं पर जाती थी ।,स्वांग ना वसमा कदि केत नायिका ना मंदिर मा पूजा करवा केत कुवा थी पानी भरवा नो प्रसंग आवेला हतो अन त्ये नायिका खुद मंदर केत कुवा उपर जातेली।
76760,2010 के एशियाई खेलों में पुरुष एकल स्पर्धा में स्वर्ण पदक जीतने वाले टेनिस खिलाड़ी सोमदेव देववर्मन का पारिवार त्रिपुरा से है।,2010 ना एशियाई खेलों मां आदमी ऐखली स्‍पर्धा मां हूनां नो पदक जीतवा वाळी टेनिस खिलाडी सोमदेव देववर्मन नो परिवार त्रिपुरा मां से
43981,"प्रधानमंत्री ने कहा, ‘मैं श्री कुंदन शाह के निधन पर दुःखी हूँ।","प्रधानमंत्रीयीं केदु हु, श्री कुन्दन शाह ना मोहत पर दुःखी से ।"
3136,ये चीजें हैं जो रोजगार बढ़ाने वाली चीजें हैं और भाइयों-बहनों हमारी इस दिशा में कोशिश है कि हम करने के लिए तैयार हैं।,ई चीजियो थी काम बढवानु से अन भाई बेनियो आपडी इनी दसिया मा कोﾔािﾔा से कि हमु करवा हारू तैयार से ।
46416,"केन्द्र शासित प्रदेश जम्मू और कश्मीर के संबंध में, प्रशासनिक प्रभावशीलता और सुचारू परिवर्तन को सुनिश्चित करने के लिए आवश्यक बदलावों और संशोधनों के साथ समरूपी सूची के अंतर्गत तैयार किये गये केन्द्रीय कानूनों को अपनाने के लिए यह आवश्यक है, ताकि भारतीय संविधान के अनुरूप इन्हें लागू करने में किसी प्रकार की अस्पष्टता को दूर किया जा सकें।",केन्द्र शासित प्रदेश जम्मु कश्मीर ना संबंध मा सरकारी तोर पर केन्द्र ना कानुन प्रभावी तरीका ही लागु कर देवा जोइये ताकि प्रदेश ना बदलाव अने सुधार कियो जाए भारतीय सविधान नी तोर पर सरकार चावे।
20421,आप खुले मन से कर सकते हैं।,तमुं खुला मन थी करी सकों से।
31900,"इनमें से दो विधेयक इसी सत्र में प्रस्तुत किए गए थे। अब तक, 17वीं लोकसभा में 72% विधेयक (130 में से 94) इसी सत्र में प्रस्तुत और पारित किए गए हैं।",इनमां थी बे बिल आना वराट मां लादेला हजू हूदी १७ वी लोकसभा मां बिल (१३० मां थी ९४ ) आने वराह मां लाया बने पास करया से ।
93201,भारत की सिंचाई नहरों में 40 प्रतिशत पानी की आपूर्ति भूजल करता है।,भारत नी पानी फेरवा नी नेहरों मा चालीस टका पाड़ी नी भराई भूमि जन करे से।
116641,केंद्रीय जांच ब्यूरो ने जम्मू एवं कश्मीर ग्रामीण बैंक में वरिष्ठ प्रबंधक (ऑडिट निरीक्षण और सतर्कता) फरहान गुल की शिकायत पर प्राथमिकी दर्ज की।,केद्रीय जांच कमेटी यी  जम्मू अन  कश्मीर ग्रामीण बैंक मा जूना  प्रबंधक ;ऑडिट देखभाल  अन सतर्कताद्ध फरहान गुल नी सीकायत  पर प्राथमिनी लिखाडीसे ।
63596,"नेहरू के नेतृत्व वाली पार्टी का प्रतीक 'जुआ ढोने वाले बैलों की जोड़ी' आम जनता के साथ प्रतिध्वनित हुआ, जो मुख्य रूप से किसान थे।","नेहरू नी अगुवाई वाळी पार्टी नो निशाण 'जुआ ढोवा वाळा बैलों नी जोड़ी' आम लोकु नी हाते प्रतिध्वनित थायो, जो मुख्य रूप थी किसान हता।"
